접수번호,접수일,위해자연령,위해자성별,발생일자,치료기간,품목대분류,품목중분류,품목소분류,원산지,위험및위해원인,위해부위,발생장소
2017067569,2017-07-03,,,2017-06-09,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,,기능고장,해당없음,일반도로
2017067571,2017-07-03,,,2017-06-16,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,,기능고장,해당없음,일반도로
2017067572,2017-07-03,,,2017-06-19,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용차-중형,,기타 불량 및 고장,해당없음,일반도로
2017067573,2017-07-03,,,2017-06-19,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용차-중형,,기능고장,해당없음,일반도로
2017067574,2017-07-03,,,2017-06-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용차-소형,,기능고장,해당없음,일반도로
2017067583,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067584,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067586,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-경형,한국,연료·액체 누수 등,해당없음,상세불명의 도로 및 인도
2017067589,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067590,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입승용차-대형,독일,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067595,2017-07-03,89,여자,2016-04-19,해당없음,가구 및 가구설비,침실가구,침대 ,,추락,둔부,아파트
2017067596,2017-07-03,,,2017-03-20,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067606,2017-07-03,0,남자,2017-04-07,해당없음,가구 및 가구설비,침실가구,침대 ,,추락,머리 및 뇌(뇌막),상세불명의 주택
2017067607,2017-07-03,0,남자,2017-04-09,해당없음,가구 및 가구설비,침실가구,침대 ,,추락,기타 얼굴부위,상세불명의 주택
2017067609,2017-07-03,,,2017-03-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용차-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067610,2017-07-03,6,남자,2017-05-29,해당없음,가구 및 가구설비,침실가구,침대 ,,추락,머리 및 뇌(뇌막),아파트
2017067615,2017-07-04,,,2017-03-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067618,2017-07-04,,,2017-03-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067619,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067620,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,파열·파손·꺾여짐,해당없음,상세불명의 도로 및 인도
2017067622,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067623,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067626,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067627,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067628,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067629,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-경형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067630,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067631,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067632,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입승용차-대형,독일,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067633,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067634,2017-07-04,,,,해당없음,가구 및 가구설비,야외용 가구,화분대,한국,기타 위험 및 위해내용,해당없음,상세불명의 장소
2017067635,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입승용차-중형,독일,기능고장,해당없음,상세불명의 도로 및 인도
2017067636,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용차-경형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067637,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067638,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067639,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067640,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입승용차-중형,미국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067641,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067642,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067643,2017-07-04,49,여자,,해당없음,축산·수산물 식품,축산물-유란류,메추리알,한국,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",편의점
2017067644,2017-07-04,49,여자,,해당없음,가공식품,외식-일식,초밥,한국,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017067645,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,파열·파손·꺾여짐,해당없음,상세불명의 도로 및 인도
2017067646,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067647,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067648,2017-07-04,,,2017-03-23,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기능고장,해당없음,고속도로/자동차전용도로
2017067649,2017-07-04,,,2017-03-24,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067650,2017-07-04,,,2017-03-24,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입 승용차-대형,일본,연료·액체 누수 등,해당없음,상세불명의 도로 및 인도
2017067651,2017-07-04,,,2017-03-24,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067652,2017-07-04,39,여자,,해당없음,생활용품,침구 및 매트,기타 침구 및 매트,한국,기타 화학물질,해당없음,상세불명의 장소
2017067653,2017-07-04,39,여자,,해당없음,가공식품,수산물 가공식품-조미품,김,한국,이물질(금속),해당없음,상세불명의 장소
2017067654,2017-07-04,,,2017-03-24,해당없음,자동차 및 관련 용품,화물자동차,화물차-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067655,2017-07-04,59,여자,,해당없음,화장품 및 화장용품,두발용 화장품,헤어 스프레이·무스·왁스·젤,한국,이물질(유리조각),위해부위 확인불가,상세불명의 장소
2017067656,2017-07-04,29,여자,,해당없음,가공식품,유가공품-일반,우유류,한국,이물질(벌레),해당없음,상세불명의 장소
2017067657,2017-07-04,39,여자,,해당없음,생활용품,침구 및 매트,기타 침구 및 매트,한국,기타 화학물질,해당없음,상세불명의 주택
2017067658,2017-07-04,59,남자,,해당없음,가공식품,커피,인스턴트 커피,한국,이물질(기타),해당없음,편의점
2017067659,2017-07-04,39,남자,,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067660,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067661,2017-07-04,59,남자,,해당없음,가공식품,커피,액상커피(캔 등),한국,이물질(기타),해당없음,편의점
2017067662,2017-07-04,59,여자,,해당없음,가공식품,건강식품-기타,기타 건강식품,한국,식품 섭취에 의한 위험 및 위해,위해부위 확인불가,상세불명의 장소
2017067663,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-소형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067664,2017-07-04,,남자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 김치냉장고,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067665,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067666,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067667,2017-07-04,49,남자,,해당없음,가공식품,수산물 가공식품-조미품,오징어류,한국,부패·변질,해당없음,상세불명의 장소
2017067668,2017-07-04,49,남자,,해당없음,가전제품 및 정보통신기기,냉난방 및 계절가전,공기청정기,한국,이물질(가스 및 기체류),해당없음,상세불명의 주택
2017067669,2017-07-04,39,여자,,해당없음,화장품 및 화장용품,바디케어 용품,면도기,한국,피부접촉에 의한 위험 및 위해,위해부위 확인불가,상세불명의 장소
2017067670,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067671,2017-07-04,,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 김치냉장고,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067672,2017-07-04,39,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 냉장고,한국,파열·파손·꺾여짐,해당없음,상세불명의 주택
2017067673,2017-07-04,39,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 냉장고,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067674,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067675,2017-07-04,59,여자,,해당없음,가전제품 및 정보통신기기,냉난방 및 계절가전,가정용 선풍기,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067676,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067677,2017-07-04,39,여자,,해당없음,주방기기 및 용품,"식기, 접시 및 컵",기타 병류,한국,파열·파손·꺾여짐,해당없음,상세불명의 장소
2017067678,2017-07-04,59,남자,,해당없음,가공식품,축산물가공품-식육,돼지고기 포장육,한국,이물질(기타),해당없음,할인마켓/슈퍼마켓
2017067679,2017-07-04,29,남자,,해당없음,가공식품,빵(떡) 및 과자류-떡,기타 떡류,한국,이물질(기타),해당없음,할인마켓/슈퍼마켓
2017067680,2017-07-04,29,여자,,해당없음,"의류, 신발, 가방, 보석 및 시계",운동복 및 수영복,여성용 수영복,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067681,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067682,2017-07-04,59,여자,,해당없음,"건물, 시설 및 서비스",기타 상업시설 및 서비스,피부관리실 및 피부관리서비스,한국,피부접촉에 의한 위험 및 위해,기타 얼굴부위,피부관리실
2017067683,2017-07-04,39,남자,,해당없음,가전제품 및 정보통신기기,냉난방 및 계절가전,가정용 에어컨(고정식),한국,이물질(가스 및 기체류),해당없음,상세불명의 장소
2017067684,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067685,2017-07-04,39,여자,,해당없음,가전제품 및 정보통신기기,이미용 및 생활가전,가정용 스팀청소기,한국,폭발,해당없음,아파트
2017067686,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067687,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067688,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입 승용차-대형,일본,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067689,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067690,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067691,2017-07-04,39,여자,,해당없음,생활용품,가정용 욕실용품,물티슈,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067692,2017-07-04,49,여자,,해당없음,"의류, 신발, 가방, 보석 및 시계",가방,배낭,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067693,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067694,2017-07-04,79,여자,,해당없음,가전제품 및 정보통신기기,통신기기,휴대폰 배터리 및 충전기,한국,폭발,해당없음,상세불명의 주택
2017067695,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067696,2017-07-04,,여자,,해당없음,식물 식품,채소-근채류,마늘,한국,부패·변질,해당없음,재래시장
2017067697,2017-07-04,59,여자,,해당없음,"건물, 시설 및 서비스",병원건물 및 의료서비스,치과,한국,기타 의료시술 및 약물,잇몸 및 구강,전문병원/클리닉 
2017067616,2017-07-04,,,2017-03-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-소형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067617,2017-07-04,,,2017-03-21,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067621,2017-07-04,,,2017-03-22,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067624,2017-07-04,,,,해당없음,"의류, 신발, 가방, 보석 및 시계",운동화 및 등산화,바퀴운동화,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067625,2017-07-04,,,,해당없음,"의류, 신발, 가방, 보석 및 시계",운동화 및 등산화,바퀴운동화,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067703,2017-07-04,49,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,기타 화학물질,해당없음,상세불명의 주택
2017067705,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,수입 승용자동차(10인승 이하),수입 승용차-중형,일본,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067709,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-소형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067717,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067718,2017-07-04,79,여자,,해당없음,가공식품,건강식품-기타,기타 건강식품,한국,식품 섭취에 의한 위험 및 위해,위해부위 확인불가,상세불명의 장소
2017067719,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067721,2017-07-04,59,남자,,해당없음,가전제품 및 정보통신기기,이미용 및 생활가전,가정용 세탁기,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067722,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067723,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067726,2017-07-04,,남자,,해당없음,"건물, 시설 및 서비스","여행, 문화, 놀이시설 및 서비스",워터파크 및 물놀이시설,한국,피부접촉에 의한 위험 및 위해,위해부위 확인불가,워터파크 및 물놀이시설
2017067727,2017-07-04,49,여자,,해당없음,식물 식품,곡류-곡류,쌀,한국,이물질(가스 및 기체류),해당없음,할인마켓/슈퍼마켓
2017067728,2017-07-04,39,여자,,해당없음,가구 및 가구설비,침실가구,서랍장,한국,예리함·마감처리 불량,해당없음,상세불명의 장소
2017067729,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067698,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-대형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067699,2017-07-04,39,남자,,해당없음,스포츠 및 취미용품,자전거,기타 자전거,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067700,2017-07-04,39,여자,,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067701,2017-07-04,29,여자,,해당없음,스포츠 및 취미용품,자전거,기타 자전거,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067702,2017-07-04,,남자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,이물질(기타),해당없음,상세불명의 주택
2017067704,2017-07-04,59,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,이물질(가스 및 기체류),해당없음,상세불명의 주택
2017067706,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내승용자-중형,한국,기능고장,해당없음,상세불명의 도로 및 인도
2017067707,2017-07-04,29,여자,,해당없음,의약(외)품 및 의료용구,의약외품,치약제,한국,피부접촉에 의한 위험 및 위해,잇몸 및 구강,상세불명의 장소
2017067708,2017-07-04,49,남자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,이물질(기타),해당없음,상세불명의 주택
2017067710,2017-07-04,59,여자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,이물질(가스 및 기체류),해당없음,상세불명의 장소
2017067711,2017-07-04,59,남자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 전기압력밥솥,한국,기타 불량 및 고장,해당없음,상세불명의 주택
2017067712,2017-07-04,59,남자,,해당없음,"의류, 신발, 가방, 보석 및 시계",티셔츠,남성용 티셔츠,한국,기타 불량 및 고장,해당없음,상세불명의 장소
2017067713,2017-07-04,,,2017-03-27,해당없음,자동차 및 관련 용품,국내 승용자동차(10인승 이하),국내 승용차-중형,한국,기타 불량 및 고장,해당없음,상세불명의 도로 및 인도
2017067714,2017-07-04,29,여자,,해당없음,"건물, 시설 및 서비스",기타 상업시설 및 서비스,피부관리실 및 피부관리서비스,한국,피부접촉에 의한 위험 및 위해,기타 얼굴부위,피부관리실
2017067715,2017-07-04,49,남자,,해당없음,농·임·어업용 기계 및 관련용품,농업용 기계,동력분무기,한국,폭발,해당없음,상세불명의 장소
